K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.53
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -3.88
K = 4, Run (1,1,2): fitness => -3.81
K = 4, Run (1,1,3): fitness => -3.74
K = 4, Run (1,1,4): fitness => -3.71
K = 4, Run (1,1,5): fitness => -3.70

K = 4, Run (1,2,1): fitness => -3.77
K = 4, Run (1,2,2): fitness => -3.73
K = 4, Run (1,2,3): fitness => -3.71
K = 4, Run (1,2,4): fitness => -3.70
K = 4, Run (1,2,5): fitness => -3.70

K = 4, Run (1,3,1): fitness => -3.71
K = 4, Run (1,3,2): fitness => -3.70
K = 4, Run (1,3,3): fitness => -3.70
K = 4, Run (1,3,4): fitness => -3.70
K = 4, Run (1,3,5): fitness => -3.70

K = 4, Run (1,4,1): fitness => -3.70
K = 4, Run (1,4,2): fitness => -3.70
K = 4, Run (1,4,3): fitness => -3.70
K = 4, Run (1,4,4): fitness => -3.70
K = 4, Run (1,4,5): fitness => -3.70

K = 4, Run (1,5,1): fitness => -3.70
K = 4, Run (1,5,2): fitness => -3.70
K = 4, Run (1,5,3): fitness => -3.70
K = 4, Run (1,5,4): fitness => -3.70
K = 4, Run (1,5,5): fitness => -3.70

K = 4, Run (1,6,1): fitness => -3.70
K = 4, Run (1,6,2): fitness => -3.70
K = 4, Run (1,6,3): fitness => -3.70
K = 4, Run (1,6,4): fitness => -3.70
K = 4, Run (1,6,5): fitness => -3.70

K = 4, Run (1,7,1): fitness => -3.70
K = 4, Run (1,7,2): fitness => -3.70
K = 4, Run (1,7,3): fitness => -3.70
K = 4, Run (1,7,4): fitness => -3.70
K = 4, Run (1,7,5): fitness => -3.70

K = 4, Run (1,8,1): fitness => -3.70
K = 4, Run (1,8,2): fitness => -3.70
K = 4, Run (1,8,3): fitness => -3.70
K = 4, Run (1,8,4): fitness => -3.70
K = 4, Run (1,8,5): fitness => -3.70

K = 4, Run (1,9,1): fitness => -3.70
K = 4, Run (1,9,2): fitness => -3.70
K = 4, Run (1,9,3): fitness => -3.70
K = 4, Run (1,9,4): fitness => -3.70
K = 4, Run (1,9,5): fitness => -3.70

K = 4, Run (1,10,1): fitness => -3.70
K = 4, Run (1,10,2): fitness => -3.70
K = 4, Run (1,10,3): fitness => -3.70
K = 4, Run (1,10,4): fitness => -3.70
K = 4, Run (1,10,5): fitness => -3.70

K = 4, Run (2,1,1): fitness => -3.94
K = 4, Run (2,1,2): fitness => -3.86
K = 4, Run (2,1,3): fitness => -3.79
K = 4, Run (2,1,4): fitness => -3.76
K = 4, Run (2,1,5): fitness => -3.75

K = 4, Run (2,2,1): fitness => -3.82
K = 4, Run (2,2,2): fitness => -3.77
K = 4, Run (2,2,3): fitness => -3.76
K = 4, Run (2,2,4): fitness => -3.75
K = 4, Run (2,2,5): fitness => -3.75

K = 4, Run (2,3,1): fitness => -3.76
K = 4, Run (2,3,2): fitness => -3.75
K = 4, Run (2,3,3): fitness => -3.75
K = 4, Run (2,3,4): fitness => -3.75
K = 4, Run (2,3,5): fitness => -3.75

K = 4, Run (2,4,1): fitness => -3.75
K = 4, Run (2,4,2): fitness => -3.75
K = 4, Run (2,4,3): fitness => -3.75
K = 4, Run (2,4,4): fitness => -3.75
K = 4, Run (2,4,5): fitness => -3.75

K = 4, Run (2,5,1): fitness => -3.75
K = 4, Run (2,5,2): fitness => -3.75
K = 4, Run (2,5,3): fitness => -3.75
K = 4, Run (2,5,4): fitness => -3.75
K = 4, Run (2,5,5): fitness => -3.75

K = 4, Run (2,6,1): fitness => -3.75
K = 4, Run (2,6,2): fitness => -3.75
K = 4, Run (2,6,3): fitness => -3.75
K = 4, Run (2,6,4): fitness => -3.75
K = 4, Run (2,6,5): fitness => -3.75

K = 4, Run (2,7,1): fitness => -3.75
K = 4, Run (2,7,2): fitness => -3.75
K = 4, Run (2,7,3): fitness => -3.75
K = 4, Run (2,7,4): fitness => -3.75
K = 4, Run (2,7,5): fitness => -3.75

K = 4, Run (2,8,1): fitness => -3.75
K = 4, Run (2,8,2): fitness => -3.75
K = 4, Run (2,8,3): fitness => -3.75
K = 4, Run (2,8,4): fitness => -3.75
K = 4, Run (2,8,5): fitness => -3.75

K = 4, Run (2,9,1): fitness => -3.75
K = 4, Run (2,9,2): fitness => -3.75
K = 4, Run (2,9,3): fitness => -3.75
K = 4, Run (2,9,4): fitness => -3.75
K = 4, Run (2,9,5): fitness => -3.75

K = 4, Run (2,10,1): fitness => -3.75
K = 4, Run (2,10,2): fitness => -3.75
K = 4, Run (2,10,3): fitness => -3.75
K = 4, Run (2,10,4): fitness => -3.75
K = 4, Run (2,10,5): fitness => -3.75

#-3.70

real	0m0.627s
user	0m0.542s
sys	0m0.068s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -5.02
K = 4, Run (1,1,2): fitness => -4.91
K = 4, Run (1,1,3): fitness => -4.82
K = 4, Run (1,1,4): fitness => -4.79
K = 4, Run (1,1,5): fitness => -4.75

K = 4, Run (1,2,1): fitness => -4.87
K = 4, Run (1,2,2): fitness => -4.83
K = 4, Run (1,2,3): fitness => -4.79
K = 4, Run (1,2,4): fitness => -4.75
K = 4, Run (1,2,5): fitness => -4.75

K = 4, Run (1,3,1): fitness => -4.81
K = 4, Run (1,3,2): fitness => -4.77
K = 4, Run (1,3,3): fitness => -4.75
K = 4, Run (1,3,4): fitness => -4.75
K = 4, Run (1,3,5): fitness => -4.75

K = 4, Run (1,4,1): fitness => -4.75
K = 4, Run (1,4,2): fitness => -4.75
K = 4, Run (1,4,3): fitness => -4.75
K = 4, Run (1,4,4): fitness => -4.75
K = 4, Run (1,4,5): fitness => -4.75

K = 4, Run (1,5,1): fitness => -4.75
K = 4, Run (1,5,2): fitness => -4.75
K = 4, Run (1,5,3): fitness => -4.75
K = 4, Run (1,5,4): fitness => -4.75
K = 4, Run (1,5,5): fitness => -4.75

K = 4, Run (1,6,1): fitness => -4.75
K = 4, Run (1,6,2): fitness => -4.75
K = 4, Run (1,6,3): fitness => -4.75
K = 4, Run (1,6,4): fitness => -4.75
K = 4, Run (1,6,5): fitness => -4.75

K = 4, Run (1,7,1): fitness => -4.75
K = 4, Run (1,7,2): fitness => -4.75
K = 4, Run (1,7,3): fitness => -4.75
K = 4, Run (1,7,4): fitness => -4.75
K = 4, Run (1,7,5): fitness => -4.75

K = 4, Run (1,8,1): fitness => -4.75
K = 4, Run (1,8,2): fitness => -4.75
K = 4, Run (1,8,3): fitness => -4.75
K = 4, Run (1,8,4): fitness => -4.75
K = 4, Run (1,8,5): fitness => -4.75

K = 4, Run (1,9,1): fitness => -4.75
K = 4, Run (1,9,2): fitness => -4.75
K = 4, Run (1,9,3): fitness => -4.75
K = 4, Run (1,9,4): fitness => -4.75
K = 4, Run (1,9,5): fitness => -4.75

K = 4, Run (1,10,1): fitness => -4.75
K = 4, Run (1,10,2): fitness => -4.75
K = 4, Run (1,10,3): fitness => -4.75
K = 4, Run (1,10,4): fitness => -4.75
K = 4, Run (1,10,5): fitness => -4.75

K = 4, Run (2,1,1): fitness => -4.50
K = 4, Run (2,1,2): fitness => -4.33
K = 4, Run (2,1,3): fitness => -4.16
K = 4, Run (2,1,4): fitness => -4.07
K = 4, Run (2,1,5): fitness => -4.02

K = 4, Run (2,2,1): fitness => -4.26
K = 4, Run (2,2,2): fitness => -4.15
K = 4, Run (2,2,3): fitness => -4.07
K = 4, Run (2,2,4): fitness => -4.02
K = 4, Run (2,2,5): fitness => -4.02

K = 4, Run (2,3,1): fitness => -4.10
K = 4, Run (2,3,2): fitness => -4.04
K = 4, Run (2,3,3): fitness => -4.02
K = 4, Run (2,3,4): fitness => -4.02
K = 4, Run (2,3,5): fitness => -4.02

K = 4, Run (2,4,1): fitness => -4.02
K = 4, Run (2,4,2): fitness => -4.02
K = 4, Run (2,4,3): fitness => -4.02
K = 4, Run (2,4,4): fitness => -4.02
K = 4, Run (2,4,5): fitness => -4.02

K = 4, Run (2,5,1): fitness => -4.02
K = 4, Run (2,5,2): fitness => -4.02
K = 4, Run (2,5,3): fitness => -4.02
K = 4, Run (2,5,4): fitness => -4.02
K = 4, Run (2,5,5): fitness => -4.02

K = 4, Run (2,6,1): fitness => -4.02
K = 4, Run (2,6,2): fitness => -4.02
K = 4, Run (2,6,3): fitness => -4.02
K = 4, Run (2,6,4): fitness => -4.02
K = 4, Run (2,6,5): fitness => -4.02

K = 4, Run (2,7,1): fitness => -4.02
K = 4, Run (2,7,2): fitness => -4.02
K = 4, Run (2,7,3): fitness => -4.02
K = 4, Run (2,7,4): fitness => -4.02
K = 4, Run (2,7,5): fitness => -4.02

K = 4, Run (2,8,1): fitness => -4.02
K = 4, Run (2,8,2): fitness => -4.02
K = 4, Run (2,8,3): fitness => -4.02
K = 4, Run (2,8,4): fitness => -4.02
K = 4, Run (2,8,5): fitness => -4.02

K = 4, Run (2,9,1): fitness => -4.02
K = 4, Run (2,9,2): fitness => -4.02
K = 4, Run (2,9,3): fitness => -4.02
K = 4, Run (2,9,4): fitness => -4.02
K = 4, Run (2,9,5): fitness => -4.02

K = 4, Run (2,10,1): fitness => -4.02
K = 4, Run (2,10,2): fitness => -4.02
K = 4, Run (2,10,3): fitness => -4.02
K = 4, Run (2,10,4): fitness => -4.02
K = 4, Run (2,10,5): fitness => -4.02

#-4.02

real	0m0.667s
user	0m0.575s
sys	0m0.065s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.36
K = 4, Run (1,1,2): fitness => -4.25
K = 4, Run (1,1,3): fitness => -4.15
K = 4, Run (1,1,4): fitness => -4.07
K = 4, Run (1,1,5): fitness => -4.01

K = 4, Run (1,2,1): fitness => -4.24
K = 4, Run (1,2,2): fitness => -4.16
K = 4, Run (1,2,3): fitness => -4.07
K = 4, Run (1,2,4): fitness => -4.01
K = 4, Run (1,2,5): fitness => -4.01

K = 4, Run (1,3,1): fitness => -4.12
K = 4, Run (1,3,2): fitness => -4.04
K = 4, Run (1,3,3): fitness => -4.01
K = 4, Run (1,3,4): fitness => -4.01
K = 4, Run (1,3,5): fitness => -4.01

K = 4, Run (1,4,1): fitness => -4.01
K = 4, Run (1,4,2): fitness => -4.01
K = 4, Run (1,4,3): fitness => -4.01
K = 4, Run (1,4,4): fitness => -4.01
K = 4, Run (1,4,5): fitness => -4.01

K = 4, Run (1,5,1): fitness => -4.01
K = 4, Run (1,5,2): fitness => -4.01
K = 4, Run (1,5,3): fitness => -4.01
K = 4, Run (1,5,4): fitness => -4.01
K = 4, Run (1,5,5): fitness => -4.01

K = 4, Run (1,6,1): fitness => -4.01
K = 4, Run (1,6,2): fitness => -4.01
K = 4, Run (1,6,3): fitness => -4.01
K = 4, Run (1,6,4): fitness => -4.01
K = 4, Run (1,6,5): fitness => -4.01

K = 4, Run (1,7,1): fitness => -4.01
K = 4, Run (1,7,2): fitness => -4.01
K = 4, Run (1,7,3): fitness => -4.01
K = 4, Run (1,7,4): fitness => -4.01
K = 4, Run (1,7,5): fitness => -4.01

K = 4, Run (1,8,1): fitness => -4.01
K = 4, Run (1,8,2): fitness => -4.01
K = 4, Run (1,8,3): fitness => -4.01
K = 4, Run (1,8,4): fitness => -4.01
K = 4, Run (1,8,5): fitness => -4.01

K = 4, Run (1,9,1): fitness => -4.01
K = 4, Run (1,9,2): fitness => -4.01
K = 4, Run (1,9,3): fitness => -4.01
K = 4, Run (1,9,4): fitness => -4.01
K = 4, Run (1,9,5): fitness => -4.01

K = 4, Run (1,10,1): fitness => -4.01
K = 4, Run (1,10,2): fitness => -4.01
K = 4, Run (1,10,3): fitness => -4.01
K = 4, Run (1,10,4): fitness => -4.01
K = 4, Run (1,10,5): fitness => -4.01

K = 4, Run (2,1,1): fitness => -4.16
K = 4, Run (2,1,2): fitness => -3.97
K = 4, Run (2,1,3): fitness => -3.84
K = 4, Run (2,1,4): fitness => -3.77
K = 4, Run (2,1,5): fitness => -3.73

K = 4, Run (2,2,1): fitness => -3.93
K = 4, Run (2,2,2): fitness => -3.84
K = 4, Run (2,2,3): fitness => -3.77
K = 4, Run (2,2,4): fitness => -3.73
K = 4, Run (2,2,5): fitness => -3.73

K = 4, Run (2,3,1): fitness => -3.80
K = 4, Run (2,3,2): fitness => -3.75
K = 4, Run (2,3,3): fitness => -3.73
K = 4, Run (2,3,4): fitness => -3.73
K = 4, Run (2,3,5): fitness => -3.73

K = 4, Run (2,4,1): fitness => -3.73
K = 4, Run (2,4,2): fitness => -3.73
K = 4, Run (2,4,3): fitness => -3.73
K = 4, Run (2,4,4): fitness => -3.73
K = 4, Run (2,4,5): fitness => -3.73

K = 4, Run (2,5,1): fitness => -3.73
K = 4, Run (2,5,2): fitness => -3.73
K = 4, Run (2,5,3): fitness => -3.73
K = 4, Run (2,5,4): fitness => -3.73
K = 4, Run (2,5,5): fitness => -3.73

K = 4, Run (2,6,1): fitness => -3.73
K = 4, Run (2,6,2): fitness => -3.73
K = 4, Run (2,6,3): fitness => -3.73
K = 4, Run (2,6,4): fitness => -3.73
K = 4, Run (2,6,5): fitness => -3.73

K = 4, Run (2,7,1): fitness => -3.73
K = 4, Run (2,7,2): fitness => -3.73
K = 4, Run (2,7,3): fitness => -3.73
K = 4, Run (2,7,4): fitness => -3.73
K = 4, Run (2,7,5): fitness => -3.73

K = 4, Run (2,8,1): fitness => -3.73
K = 4, Run (2,8,2): fitness => -3.73
K = 4, Run (2,8,3): fitness => -3.73
K = 4, Run (2,8,4): fitness => -3.73
K = 4, Run (2,8,5): fitness => -3.73

K = 4, Run (2,9,1): fitness => -3.73
K = 4, Run (2,9,2): fitness => -3.73
K = 4, Run (2,9,3): fitness => -3.73
K = 4, Run (2,9,4): fitness => -3.73
K = 4, Run (2,9,5): fitness => -3.73

K = 4, Run (2,10,1): fitness => -3.73
K = 4, Run (2,10,2): fitness => -3.73
K = 4, Run (2,10,3): fitness => -3.73
K = 4, Run (2,10,4): fitness => -3.73
K = 4, Run (2,10,5): fitness => -3.73

#-3.73

real	0m0.642s
user	0m0.557s
sys	0m0.062s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.42
K = 4, Run (1,1,2): fitness => -4.31
K = 4, Run (1,1,3): fitness => -4.20
K = 4, Run (1,1,4): fitness => -4.15
K = 4, Run (1,1,5): fitness => -4.11

K = 4, Run (1,2,1): fitness => -4.27
K = 4, Run (1,2,2): fitness => -4.21
K = 4, Run (1,2,3): fitness => -4.15
K = 4, Run (1,2,4): fitness => -4.11
K = 4, Run (1,2,5): fitness => -4.11

K = 4, Run (1,3,1): fitness => -4.18
K = 4, Run (1,3,2): fitness => -4.13
K = 4, Run (1,3,3): fitness => -4.11
K = 4, Run (1,3,4): fitness => -4.11
K = 4, Run (1,3,5): fitness => -4.11

K = 4, Run (1,4,1): fitness => -4.11
K = 4, Run (1,4,2): fitness => -4.11
K = 4, Run (1,4,3): fitness => -4.11
K = 4, Run (1,4,4): fitness => -4.11
K = 4, Run (1,4,5): fitness => -4.11

K = 4, Run (1,5,1): fitness => -4.11
K = 4, Run (1,5,2): fitness => -4.11
K = 4, Run (1,5,3): fitness => -4.11
K = 4, Run (1,5,4): fitness => -4.11
K = 4, Run (1,5,5): fitness => -4.11

K = 4, Run (1,6,1): fitness => -4.11
K = 4, Run (1,6,2): fitness => -4.11
K = 4, Run (1,6,3): fitness => -4.11
K = 4, Run (1,6,4): fitness => -4.11
K = 4, Run (1,6,5): fitness => -4.11

K = 4, Run (1,7,1): fitness => -4.11
K = 4, Run (1,7,2): fitness => -4.11
K = 4, Run (1,7,3): fitness => -4.11
K = 4, Run (1,7,4): fitness => -4.11
K = 4, Run (1,7,5): fitness => -4.11

K = 4, Run (1,8,1): fitness => -4.11
K = 4, Run (1,8,2): fitness => -4.11
K = 4, Run (1,8,3): fitness => -4.11
K = 4, Run (1,8,4): fitness => -4.11
K = 4, Run (1,8,5): fitness => -4.11

K = 4, Run (1,9,1): fitness => -4.11
K = 4, Run (1,9,2): fitness => -4.11
K = 4, Run (1,9,3): fitness => -4.11
K = 4, Run (1,9,4): fitness => -4.11
K = 4, Run (1,9,5): fitness => -4.11

K = 4, Run (1,10,1): fitness => -4.11
K = 4, Run (1,10,2): fitness => -4.11
K = 4, Run (1,10,3): fitness => -4.11
K = 4, Run (1,10,4): fitness => -4.11
K = 4, Run (1,10,5): fitness => -4.11

K = 4, Run (2,1,1): fitness => -3.97
K = 4, Run (2,1,2): fitness => -3.83
K = 4, Run (2,1,3): fitness => -3.71
K = 4, Run (2,1,4): fitness => -3.62
K = 4, Run (2,1,5): fitness => -3.55

K = 4, Run (2,2,1): fitness => -3.82
K = 4, Run (2,2,2): fitness => -3.72
K = 4, Run (2,2,3): fitness => -3.62
K = 4, Run (2,2,4): fitness => -3.55
K = 4, Run (2,2,5): fitness => -3.55

K = 4, Run (2,3,1): fitness => -3.67
K = 4, Run (2,3,2): fitness => -3.59
K = 4, Run (2,3,3): fitness => -3.55
K = 4, Run (2,3,4): fitness => -3.55
K = 4, Run (2,3,5): fitness => -3.55

K = 4, Run (2,4,1): fitness => -3.55
K = 4, Run (2,4,2): fitness => -3.55
K = 4, Run (2,4,3): fitness => -3.55
K = 4, Run (2,4,4): fitness => -3.55
K = 4, Run (2,4,5): fitness => -3.55

K = 4, Run (2,5,1): fitness => -3.55
K = 4, Run (2,5,2): fitness => -3.55
K = 4, Run (2,5,3): fitness => -3.55
K = 4, Run (2,5,4): fitness => -3.55
K = 4, Run (2,5,5): fitness => -3.55

K = 4, Run (2,6,1): fitness => -3.55
K = 4, Run (2,6,2): fitness => -3.55
K = 4, Run (2,6,3): fitness => -3.55
K = 4, Run (2,6,4): fitness => -3.55
K = 4, Run (2,6,5): fitness => -3.55

K = 4, Run (2,7,1): fitness => -3.55
K = 4, Run (2,7,2): fitness => -3.55
K = 4, Run (2,7,3): fitness => -3.55
K = 4, Run (2,7,4): fitness => -3.55
K = 4, Run (2,7,5): fitness => -3.55

K = 4, Run (2,8,1): fitness => -3.55
K = 4, Run (2,8,2): fitness => -3.55
K = 4, Run (2,8,3): fitness => -3.55
K = 4, Run (2,8,4): fitness => -3.55
K = 4, Run (2,8,5): fitness => -3.55

K = 4, Run (2,9,1): fitness => -3.55
K = 4, Run (2,9,2): fitness => -3.55
K = 4, Run (2,9,3): fitness => -3.55
K = 4, Run (2,9,4): fitness => -3.55
K = 4, Run (2,9,5): fitness => -3.55

K = 4, Run (2,10,1): fitness => -3.55
K = 4, Run (2,10,2): fitness => -3.55
K = 4, Run (2,10,3): fitness => -3.55
K = 4, Run (2,10,4): fitness => -3.55
K = 4, Run (2,10,5): fitness => -3.55

#-3.55

real	0m0.612s
user	0m0.545s
sys	0m0.055s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.68
K = 4, Run (1,1,2): fitness => -4.63
K = 4, Run (1,1,3): fitness => -4.59
K = 4, Run (1,1,4): fitness => -4.55
K = 4, Run (1,1,5): fitness => -4.53

K = 4, Run (1,2,1): fitness => -4.62
K = 4, Run (1,2,2): fitness => -4.59
K = 4, Run (1,2,3): fitness => -4.55
K = 4, Run (1,2,4): fitness => -4.53
K = 4, Run (1,2,5): fitness => -4.53

K = 4, Run (1,3,1): fitness => -4.57
K = 4, Run (1,3,2): fitness => -4.54
K = 4, Run (1,3,3): fitness => -4.53
K = 4, Run (1,3,4): fitness => -4.53
K = 4, Run (1,3,5): fitness => -4.53

K = 4, Run (1,4,1): fitness => -4.53
K = 4, Run (1,4,2): fitness => -4.53
K = 4, Run (1,4,3): fitness => -4.53
K = 4, Run (1,4,4): fitness => -4.53
K = 4, Run (1,4,5): fitness => -4.53

K = 4, Run (1,5,1): fitness => -4.53
K = 4, Run (1,5,2): fitness => -4.53
K = 4, Run (1,5,3): fitness => -4.53
K = 4, Run (1,5,4): fitness => -4.53
K = 4, Run (1,5,5): fitness => -4.53

K = 4, Run (1,6,1): fitness => -4.53
K = 4, Run (1,6,2): fitness => -4.53
K = 4, Run (1,6,3): fitness => -4.53
K = 4, Run (1,6,4): fitness => -4.53
K = 4, Run (1,6,5): fitness => -4.53

K = 4, Run (1,7,1): fitness => -4.53
K = 4, Run (1,7,2): fitness => -4.53
K = 4, Run (1,7,3): fitness => -4.53
K = 4, Run (1,7,4): fitness => -4.53
K = 4, Run (1,7,5): fitness => -4.53

K = 4, Run (1,8,1): fitness => -4.53
K = 4, Run (1,8,2): fitness => -4.53
K = 4, Run (1,8,3): fitness => -4.53
K = 4, Run (1,8,4): fitness => -4.53
K = 4, Run (1,8,5): fitness => -4.53

K = 4, Run (1,9,1): fitness => -4.53
K = 4, Run (1,9,2): fitness => -4.53
K = 4, Run (1,9,3): fitness => -4.53
K = 4, Run (1,9,4): fitness => -4.53
K = 4, Run (1,9,5): fitness => -4.53

K = 4, Run (1,10,1): fitness => -4.53
K = 4, Run (1,10,2): fitness => -4.53
K = 4, Run (1,10,3): fitness => -4.53
K = 4, Run (1,10,4): fitness => -4.53
K = 4, Run (1,10,5): fitness => -4.53

K = 4, Run (2,1,1): fitness => -5.04
K = 4, Run (2,1,2): fitness => -4.97
K = 4, Run (2,1,3): fitness => -4.90
K = 4, Run (2,1,4): fitness => -4.85
K = 4, Run (2,1,5): fitness => -4.82

K = 4, Run (2,2,1): fitness => -4.96
K = 4, Run (2,2,2): fitness => -4.91
K = 4, Run (2,2,3): fitness => -4.85
K = 4, Run (2,2,4): fitness => -4.82
K = 4, Run (2,2,5): fitness => -4.82

K = 4, Run (2,3,1): fitness => -4.88
K = 4, Run (2,3,2): fitness => -4.83
K = 4, Run (2,3,3): fitness => -4.82
K = 4, Run (2,3,4): fitness => -4.82
K = 4, Run (2,3,5): fitness => -4.82

K = 4, Run (2,4,1): fitness => -4.82
K = 4, Run (2,4,2): fitness => -4.82
K = 4, Run (2,4,3): fitness => -4.82
K = 4, Run (2,4,4): fitness => -4.82
K = 4, Run (2,4,5): fitness => -4.82

K = 4, Run (2,5,1): fitness => -4.82
K = 4, Run (2,5,2): fitness => -4.82
K = 4, Run (2,5,3): fitness => -4.82
K = 4, Run (2,5,4): fitness => -4.82
K = 4, Run (2,5,5): fitness => -4.82

K = 4, Run (2,6,1): fitness => -4.82
K = 4, Run (2,6,2): fitness => -4.82
K = 4, Run (2,6,3): fitness => -4.82
K = 4, Run (2,6,4): fitness => -4.82
K = 4, Run (2,6,5): fitness => -4.82

K = 4, Run (2,7,1): fitness => -4.82
K = 4, Run (2,7,2): fitness => -4.82
K = 4, Run (2,7,3): fitness => -4.82
K = 4, Run (2,7,4): fitness => -4.82
K = 4, Run (2,7,5): fitness => -4.82

K = 4, Run (2,8,1): fitness => -4.82
K = 4, Run (2,8,2): fitness => -4.82
K = 4, Run (2,8,3): fitness => -4.82
K = 4, Run (2,8,4): fitness => -4.82
K = 4, Run (2,8,5): fitness => -4.82

K = 4, Run (2,9,1): fitness => -4.82
K = 4, Run (2,9,2): fitness => -4.82
K = 4, Run (2,9,3): fitness => -4.82
K = 4, Run (2,9,4): fitness => -4.82
K = 4, Run (2,9,5): fitness => -4.82

K = 4, Run (2,10,1): fitness => -4.82
K = 4, Run (2,10,2): fitness => -4.82
K = 4, Run (2,10,3): fitness => -4.82
K = 4, Run (2,10,4): fitness => -4.82
K = 4, Run (2,10,5): fitness => -4.82

#-4.53

real	0m0.619s
user	0m0.537s
sys	0m0.060s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.80
K = 4, Run (1,1,2): fitness => -4.75
K = 4, Run (1,1,3): fitness => -4.70
K = 4, Run (1,1,4): fitness => -4.67
K = 4, Run (1,1,5): fitness => -4.65

K = 4, Run (1,2,1): fitness => -4.74
K = 4, Run (1,2,2): fitness => -4.70
K = 4, Run (1,2,3): fitness => -4.67
K = 4, Run (1,2,4): fitness => -4.65
K = 4, Run (1,2,5): fitness => -4.65

K = 4, Run (1,3,1): fitness => -4.69
K = 4, Run (1,3,2): fitness => -4.66
K = 4, Run (1,3,3): fitness => -4.65
K = 4, Run (1,3,4): fitness => -4.65
K = 4, Run (1,3,5): fitness => -4.65

K = 4, Run (1,4,1): fitness => -4.65
K = 4, Run (1,4,2): fitness => -4.65
K = 4, Run (1,4,3): fitness => -4.65
K = 4, Run (1,4,4): fitness => -4.65
K = 4, Run (1,4,5): fitness => -4.65

K = 4, Run (1,5,1): fitness => -4.65
K = 4, Run (1,5,2): fitness => -4.65
K = 4, Run (1,5,3): fitness => -4.65
K = 4, Run (1,5,4): fitness => -4.65
K = 4, Run (1,5,5): fitness => -4.65

K = 4, Run (1,6,1): fitness => -4.65
K = 4, Run (1,6,2): fitness => -4.65
K = 4, Run (1,6,3): fitness => -4.65
K = 4, Run (1,6,4): fitness => -4.65
K = 4, Run (1,6,5): fitness => -4.65

K = 4, Run (1,7,1): fitness => -4.65
K = 4, Run (1,7,2): fitness => -4.65
K = 4, Run (1,7,3): fitness => -4.65
K = 4, Run (1,7,4): fitness => -4.65
K = 4, Run (1,7,5): fitness => -4.65

K = 4, Run (1,8,1): fitness => -4.65
K = 4, Run (1,8,2): fitness => -4.65
K = 4, Run (1,8,3): fitness => -4.65
K = 4, Run (1,8,4): fitness => -4.65
K = 4, Run (1,8,5): fitness => -4.65

K = 4, Run (1,9,1): fitness => -4.65
K = 4, Run (1,9,2): fitness => -4.65
K = 4, Run (1,9,3): fitness => -4.65
K = 4, Run (1,9,4): fitness => -4.65
K = 4, Run (1,9,5): fitness => -4.65

K = 4, Run (1,10,1): fitness => -4.65
K = 4, Run (1,10,2): fitness => -4.65
K = 4, Run (1,10,3): fitness => -4.65
K = 4, Run (1,10,4): fitness => -4.65
K = 4, Run (1,10,5): fitness => -4.65

K = 4, Run (2,1,1): fitness => -4.75
K = 4, Run (2,1,2): fitness => -4.65
K = 4, Run (2,1,3): fitness => -4.58
K = 4, Run (2,1,4): fitness => -4.55
K = 4, Run (2,1,5): fitness => -4.54

K = 4, Run (2,2,1): fitness => -4.61
K = 4, Run (2,2,2): fitness => -4.57
K = 4, Run (2,2,3): fitness => -4.55
K = 4, Run (2,2,4): fitness => -4.54
K = 4, Run (2,2,5): fitness => -4.54

K = 4, Run (2,3,1): fitness => -4.56
K = 4, Run (2,3,2): fitness => -4.55
K = 4, Run (2,3,3): fitness => -4.54
K = 4, Run (2,3,4): fitness => -4.54
K = 4, Run (2,3,5): fitness => -4.54

K = 4, Run (2,4,1): fitness => -4.54
K = 4, Run (2,4,2): fitness => -4.54
K = 4, Run (2,4,3): fitness => -4.54
K = 4, Run (2,4,4): fitness => -4.54
K = 4, Run (2,4,5): fitness => -4.54

K = 4, Run (2,5,1): fitness => -4.54
K = 4, Run (2,5,2): fitness => -4.54
K = 4, Run (2,5,3): fitness => -4.54
K = 4, Run (2,5,4): fitness => -4.54
K = 4, Run (2,5,5): fitness => -4.54

K = 4, Run (2,6,1): fitness => -4.54
K = 4, Run (2,6,2): fitness => -4.54
